date,portfolio_name,market,strategy,daily_return,cumulative_return,benchmark_daily_return,benchmark_cumulative_return,decision_policy
2024-10-22,us_quality_tech_finance,us,equal_weight,0.0033600872301452556,0.05133087934907765,-0.000531233286671082,0.055353788775472035,
2024-10-23,us_quality_tech_finance,us,equal_weight,-0.01486730917073988,0.0358160358905979,-0.009179534377911844,0.045710460736409164,
2024-10-24,us_quality_tech_finance,us,equal_weight,-0.00256966530981771,0.033157752268181184,0.002160499091810152,0.04797215955649503,
2024-10-25,us_quality_tech_finance,us,equal_weight,0.003193214684650094,0.036462119743876364,-0.0003454350047973738,0.04761021580615066,
2024-10-28,us_quality_tech_finance,us,equal_weight,0.002936501693367244,0.039510165619267124,0.0030865506613739747,0.05084871313260053,
2024-10-29,us_quality_tech_finance,us,equal_weight,0.007528709885043827,0.04736587063472819,0.0016170846286607974,0.05254939913965284,
2024-10-30,us_quality_tech_finance,us,equal_weight,-0.004087793727340358,0.04309319385889987,-0.0030297098042621298,0.04936530578064602,
2024-10-31,us_quality_tech_finance,us,equal_weight,-0.02578186240809131,0.01654402279012701,-0.01979796557404637,0.02879431141325517,
2024-11-01,us_quality_tech_finance,us,equal_weight,0.0002896347532670506,0.016838491909539677,0.004211787635208497,0.033136512368471926,
2024-11-04,us_quality_tech_finance,us,equal_weight,-0.008515853489188088,0.008216010293643716,-0.002156229673194798,0.030911232733203287,
2024-11-05,us_quality_tech_finance,us,equal_weight,0.013849405053542277,0.022276341072448913,0.012019187358455816,0.04337671038092861,
2024-11-06,us_quality_tech_finance,us,equal_weight,0.04198235890675225,0.06610754439349464,0.024561468067612408,0.06932088336756026,
2024-11-07,us_quality_tech_finance,us,equal_weight,0.0054792880324046386,0.07196508763114551,0.007702426027757667,0.07758904996509797,
2024-11-08,us_quality_tech_finance,us,equal_weight,0.0021142882929595865,0.07423392851305932,0.004322387177034996,0.08225688789073304,
2024-11-11,us_quality_tech_finance,us,equal_weight,-0.0048122395681356655,0.06907687593516765,0.0009523723239223555,0.08328809036453988,
2024-11-12,us_quality_tech_finance,us,equal_weight,-0.003830117755556777,0.06499001718184716,-0.0031112825784092575,0.0799229127254697,
2024-11-13,us_quality_tech_finance,us,equal_weight,-0.002755978596904926,0.06205896829778368,0.0004855475304475737,0.08044739394879463,
2024-11-14,us_quality_tech_finance,us,equal_weight,-0.0038484731072142946,0.057979517782787315,-0.006450675394480763,0.07350020963512205,
2024-11-15,us_quality_tech_finance,us,equal_weight,-0.012588698671985362,0.04474441358759207,-0.012891449069122629,0.05975005648345744,
2024-11-18,us_quality_tech_finance,us,equal_weight,0.002935387523692472,0.04781564873207289,0.004089221999165363,0.06409248224845698,
2024-11-19,us_quality_tech_finance,us,equal_weight,-0.005111727182852354,0.042473167284789115,0.003648712043249323,0.0679821411108521,
2024-11-20,us_quality_tech_finance,us,equal_weight,0.003043840447277374,0.045651123418644524,0.0003386364663645973,0.06834386005141346,
2024-11-21,us_quality_tech_finance,us,equal_weight,0.0018325587459902132,0.047569097393354465,0.0053539834060511,0.07407909482589004,
2024-11-22,us_quality_tech_finance,us,equal_weight,0.00436704417181647,0.05215388160589374,0.003094590534963127,0.07740807808992556,
2024-11-25,us_quality_tech_finance,us,equal_weight,0.01056314595303469,0.0633268435464216,0.003386412252227037,0.08106281072927102,
2024-11-26,us_quality_tech_finance,us,equal_weight,0.006181819080446816,0.06992049710533443,0.005207896253582305,0.0867075595661615,
2024-11-27,us_quality_tech_finance,us,equal_weight,-0.008333456551045825,0.06104140926108559,-0.0030346597241055645,0.08341477067716019,
2024-11-29,us_quality_tech_finance,us,equal_weight,0.005792444511942552,0.06720526741792998,0.0061929526756002665,0.09014512595530055,
2024-12-02,us_quality_tech_finance,us,equal_weight,0.007459116979899702,0.07519543911517479,0.001790551353761599,0.09209883537291952,
2024-12-03,us_quality_tech_finance,us,equal_weight,0.0023513718383752066,0.07772659807318494,0.00046388084486390736,0.09260555662340164,
2024-12-04,us_quality_tech_finance,us,equal_weight,0.006672518874979037,0.08494179413699099,0.006190402947368537,0.09939020346409344,
2024-12-05,us_quality_tech_finance,us,equal_weight,-0.0067159534269159915,0.07767978851787061,-0.001647160499821848,0.09758082192704665,
2024-12-06,us_quality_tech_finance,us,equal_weight,0.0017419284639323335,0.07955866557611646,0.001893842296124981,0.09966143646706893,
2024-12-09,us_quality_tech_finance,us,equal_weight,0.005475586863995623,0.08548609609489732,-0.005162829096702721,0.09399870284755263,
2024-12-10,us_quality_tech_finance,us,equal_weight,-0.007674149895832046,0.07718779501247153,-0.003113962224766218,0.09059733083344801,
2024-12-11,us_quality_tech_finance,us,equal_weight,0.0033608550545111255,0.08081415748390008,0.007700935315359931,0.09902837211864068,
2024-12-12,us_quality_tech_finance,us,equal_weight,-0.009773434645666788,0.07030234289201287,-0.005165913499901922,0.09336552609423321,
2024-12-13,us_quality_tech_finance,us,equal_weight,0.043335588624254316,0.11770420057663133,-0.0001986415474580235,0.09314835984402658,
2024-12-16,us_quality_tech_finance,us,equal_weight,0.01657442440356328,0.13638387919017658,0.004260893044531318,0.09781608536477027,
2024-12-17,us_quality_tech_finance,us,equal_weight,-0.011068909381677082,0.12387470816802626,-0.004128460962049026,0.09329313734416411,
2024-12-18,us_quality_tech_finance,us,equal_weight,-0.027371229477556977,0.09353005530936853,-0.030256620421623668,0.06070920742186958,
2024-12-19,us_quality_tech_finance,us,equal_weight,-0.005562698806137229,0.08746396453639904,-0.00030715242494973733,0.06038345804655987,
2024-12-20,us_quality_tech_finance,us,equal_weight,0.0141246429569699,0.10293299485016938,0.011939436007075267,0.07311971907769488,
2024-12-23,us_quality_tech_finance,us,equal_weight,0.013866280773227144,0.1183330977540582,0.0059703602676112535,0.07954579431478481,
2024-12-24,us_quality_tech_finance,us,equal_weight,0.013527724009232984,0.13356438932961368,0.011053747061785132,0.09154501647293634,
2024-12-26,us_quality_tech_finance,us,equal_weight,0.007432005558993878,0.1420204299207215,6.652143851463915e-05,0.09161763003278822,
2024-12-27,us_quality_tech_finance,us,equal_weight,-0.011202637666388538,0.12929818324884423,-0.010582308699819935,0.08012670279359835,
2024-12-30,us_quality_tech_finance,us,equal_weight,-0.012907560821699455,0.11481536824586214,-0.011477325916348764,0.06780060721122316,
2024-12-31,us_quality_tech_finance,us,equal_weight,-0.006630904679678115,0.1074475883228454,-0.003644579131282699,0.06391600656894147,
2025-01-02,us_quality_tech_finance,us,equal_weight,-0.006879535763731793,0.09985500968577044,-0.002460067216906564,0.06130191841428134,
2025-01-03,us_quality_tech_finance,us,equal_weight,0.00840727345337688,0.1091407707828409,0.012425949719521512,0.07457187786983699,
2025-01-06,us_quality_tech_finance,us,equal_weight,0.006033990080423677,0.11585354723767738,0.0057441368991768835,0.0807621276447461,
2025-01-07,us_quality_tech_finance,us,equal_weight,-0.009409648945610543,0.10540300217242526,-0.011368495355927684,0.06854506480703981,
2025-01-08,us_quality_tech_finance,us,equal_weight,0.005945718065691597,0.11199499441624039,0.001459872842085627,0.07010614393895942,
2025-01-10,us_quality_tech_finance,us,equal_weight,-0.016114949515288007,0.09421886661196233,-0.015385336560276882,0.05376820537722482,
2025-01-13,us_quality_tech_finance,us,equal_weight,0.009241307955640606,0.1043777485084667,0.0015494529999662216,0.055402235283670276,
2025-01-14,us_quality_tech_finance,us,equal_weight,0.0013983455287680656,0.10592313043230006,0.0013748771556175742,0.05685428167092099,
2025-01-15,us_quality_tech_finance,us,equal_weight,0.01565568021443768,0.12337335041621111,0.01802652220363357,0.07607844062942215,
2025-01-16,us_quality_tech_finance,us,equal_weight,-0.0187751777044653,0.10247858142705879,-0.001924816706058668,0.07400917898343251,
2025-01-17,us_quality_tech_finance,us,equal_weight,0.013951887906685514,0.11796804136120476,0.00998988708587639,0.08479218021651391,
2025-01-21,us_quality_tech_finance,us,equal_weight,0.004520832067327861,0.12303362884049229,0.009111635238296771,0.0947215787042186,
2025-01-22,us_quality_tech_finance,us,equal_weight,0.0074978547398612885,0.1314856181555899,0.005605829229571957,0.10087563410409328,
2025-01-23,us_quality_tech_finance,us,equal_weight,0.005735951996926926,0.13799441457288553,0.005443282562212271,0.10688434997937346,
2025-01-24,us_quality_tech_finance,us,equal_weight,0.0018624004354507592,0.14011579067884616,-0.002923649506611698,0.10365293416108257,
2025-01-27,us_quality_tech_finance,us,equal_weight,-0.031438134807404865,0.10483023889920529,-0.014246265141828212,0.08804146841253924,
2025-01-28,us_quality_tech_finance,us,equal_weight,0.01860690118211437,0.12558015311855142,0.008555742924976927,0.09739040804099597,
2025-01-29,us_quality_tech_finance,us,equal_weight,-0.004286301290928781,0.12076590249030428,-0.004493203346935743,0.09247067075370818,
2025-01-30,us_quality_tech_finance,us,equal_weight,-0.0014274390523053234,0.11916721875584901,0.0053528298596161785,0.09833415950928504,
2025-01-31,us_quality_tech_finance,us,equal_weight,0.0019999717626391794,0.1214077613551714,-0.0053360588431012705,0.09248899275100819,
2025-02-03,us_quality_tech_finance,us,equal_weight,-0.010399091768984008,0.10980656463604643,-0.006752498112291906,0.08513681361358083,
2025-02-04,us_quality_tech_finance,us,equal_weight,0.008980558446754001,0.11981813481355008,0.006685926836990567,0.09241626678626513,
2025-02-05,us_quality_tech_finance,us,equal_weight,0.008358243419659126,0.12921707195472854,0.004046405680562023,0.0968455815323257,
2025-02-06,us_quality_tech_finance,us,equal_weight,0.0023879644987932873,0.13191682440757768,0.003469690167650366,0.1006579058294299,
2025-02-07,us_quality_tech_finance,us,equal_weight,-0.01541871528242703,0.11459798143221622,-0.009195630776434429,0.0905830554122391,
2025-02-10,us_quality_tech_finance,us,equal_weight,0.00919560218867499,0.12489465054998461,0.0067681327869533,0.0979893013024351,
2025-02-11,us_quality_tech_finance,us,equal_weight,0.007040375942014542,0.1328422760926189,0.0007602428865703221,0.09882435724072924,
2025-02-12,us_quality_tech_finance,us,equal_weight,0.0014395925001565405,0.13447428176685539,-0.0032266930567723807,0.09528450240040609,
2025-02-13,us_quality_tech_finance,us,equal_weight,0.006221546456581617,0.14155446823107476,0.010502124669382646,0.10684793079455623,
2025-02-14,us_quality_tech_finance,us,equal_weight,-0.003572807210710825,0.13748319146984755,-4.915336877765427e-05,0.10679352682711318,
2025-02-18,us_quality_tech_finance,us,equal_weight,-0.009906079504833605,0.12627081955296404,0.002931466307709479,0.11004281502313829,
2025-02-19,us_quality_tech_finance,us,equal_weight,0.006566419369204746,0.1336907205072817,0.002352377052266872,0.11265712798758143,
2025-02-20,us_quality_tech_finance,us,equal_weight,-0.01243365547288507,0.11968207051225233,-0.004169143458317308,0.1080279573445917,
2025-02-21,us_quality_tech_finance,us,equal_weight,-0.028126588079839348,0.08862800383063263,-0.01725204722983592,0.08907615543797998,
2025-02-24,us_quality_tech_finance,us,equal_weight,-0.015197513047359442,0.07220864824672524,-0.004560761261523953,0.08412044858544032,
2025-02-25,us_quality_tech_finance,us,equal_weight,-0.007579344769068551,0.06411272887614583,-0.004985563759225436,0.07872894796889951,
2025-02-26,us_quality_tech_finance,us,equal_weight,0.0036189198920287464,0.06797064413070752,0.0005045193024182174,0.0792733248580042,
2025-02-27,us_quality_tech_finance,us,equal_weight,-0.018615089931417146,0.048274169140577694,-0.016090694407467708,0.06204603879542403,
2025-02-28,us_quality_tech_finance,us,equal_weight,0.014681951207347204,0.06377841714359,0.015485303219657008,0.07862014003401363,
2025-03-03,us_quality_tech_finance,us,equal_weight,-0.02640802450141899,0.03605381779408501,-0.017675372352684765,0.059722629689953344,
2025-03-04,us_quality_tech_finance,us,equal_weight,-0.006502375392970332,0.029338862184035364,-0.011907399920549877,0.047178918237805956,
2025-03-05,us_quality_tech_finance,us,equal_weight,0.012049448721789988,0.041816853507454343,0.010690353717385886,0.05843368280014061,
2025-03-06,us_quality_tech_finance,us,equal_weight,-0.014634846516262366,0.02668104899262591,-0.0179105433535515,0.03964531760564083,
2025-03-07,us_quality_tech_finance,us,equal_weight,0.016783013584907944,0.044057255681253515,0.005589214198181434,0.04547238717640045,
2025-03-10,us_quality_tech_finance,us,equal_weight,-0.0408996801100954,0.002217104602790343,-0.026996599292966498,0.017625761402633167,
2025-03-11,us_quality_tech_finance,us,equal_weight,-9.492691510551472e-06,0.0022075909101451074,-0.008347814223819708,0.009166169275022229,
2025-03-12,us_quality_tech_finance,us,equal_weight,-0.0008648616303942078,0.0013411947294881266,0.0052925229326929195,0.014521363111636987,
2025-03-13,us_quality_tech_finance,us,equal_weight,-0.014406061319732042,-0.01298077861938618,-0.013420066276045816,0.0009973686014919103,
2025-03-14,us_quality_tech_finance,us,equal_weight,0.022304128426935438,0.009281168631790182,0.020445279954321643,0.02167368635213518,
2025-03-17,us_quality_tech_finance,us,equal_weight,0.004960587300823976,0.01430023444474604,0.007681745675809987,0.029552145191150014,
2025-03-18,us_quality_tech_finance,us,equal_weight,-0.007203992979021095,0.007019479418960861,-0.01086728224627105,0.01842428575121846,
2025-03-19,us_quality_tech_finance,us,equal_weight,0.015052146425367605,0.022291937361013536,0.010832016990127256,0.029515838411224182,
2025-03-20,us_quality_tech_finance,us,equal_weight,-0.0030649702379598486,0.019163439823519424,-0.0028958818324559083,0.026538794862197124,
2025-03-21,us_quality_tech_finance,us,equal_weight,0.011641968189827961,0.03109784334905319,0.00032975637740223734,0.026877358395127837,
2025-03-24,us_quality_tech_finance,us,equal_weight,0.00785850203321312,0.039232649679076914,0.017750086193809182,0.04526724824957484,
2025-03-25,us_quality_tech_finance,us,equal_weight,0.0018895297868880452,0.04119816709320823,0.002400889846210259,0.04777983478729042,
2025-03-26,us_quality_tech_finance,us,equal_weight,-0.012654814024965442,0.028105018339066312,-0.012009958687077243,0.035271306066154695,
2025-03-27,us_quality_tech_finance,us,equal_weight,-0.00918651486528627,0.018703565714397907,-0.002659175709604102,0.0325219948271267,
2025-03-28,us_quality_tech_finance,us,equal_weight,-0.019048121882548168,-0.000517183229869711,-0.020343932194834533,0.011728663584524401,
2025-03-31,us_quality_tech_finance,us,equal_weight,0.005001758555338971,0.004494511695436687,0.006690341369994916,0.01852016712359239,
2025-04-01,us_quality_tech_finance,us,equal_weight,0.00425807007058329,0.008780838976367278,0.0028204874356634155,0.02139694550948068,
2025-04-02,us_quality_tech_finance,us,equal_weight,0.006588493248362163,0.015449127588750278,0.006308384306950964,0.027860676385193628,
2025-04-03,us_quality_tech_finance,us,equal_weight,-0.054347894002605035,-0.03826553386226972,-0.05053641993379987,-0.022793014260808597,
2025-04-04,us_quality_tech_finance,us,equal_weight,-0.05399952583276643,-0.08882145680084119,-0.060326675171205664,-0.08000170855434952,
2025-04-07,us_quality_tech_finance,us,equal_weight,0.00564999365332477,-0.08365873286988135,-0.0017827202215732311,-0.08164034706134282,
2025-04-08,us_quality_tech_finance,us,equal_weight,0.0031529987781843635,-0.08076495032516029,-0.015786794395784697,-0.09602446380056684,
2025-04-09,us_quality_tech_finance,us,equal_weight,0.10653418919054769,0.022571738775884143,0.09986284608912066,-0.001089540612449258,
2025-04-10,us_quality_tech_finance,us,equal_weight,-0.02863142785689878,-0.006290790809144409,-0.044808164846050234,-0.044860904567123105,
2025-04-11,us_quality_tech_finance,us,equal_weight,0.032083302941002756,0.026107627895476826,0.0176855106277157,-0.027818524550914492,
2025-04-14,us_quality_tech_finance,us,equal_weight,-0.005382383911696384,0.020599559274802726,0.009654794617408913,-0.018386854922378904,
2025-04-15,us_quality_tech_finance,us,equal_weight,-0.003335824775892974,0.017200690146439213,-0.002804853751051725,-0.021136278566298183,
2025-04-16,us_quality_tech_finance,us,equal_weight,-0.022857664521409856,-0.005786425257219063,-0.022478798426379256,-0.04289449339677476,
2025-04-17,us_quality_tech_finance,us,equal_weight,-0.052122927478634236,-0.05628036989492746,0.0014257923621276338,-0.04152888637101948,
2025-04-21,us_quality_tech_finance,us,equal_weight,-0.030025052965282028,-0.08419444397468778,-0.024090503650422725,-0.0643430327514134,
2025-04-22,us_quality_tech_finance,us,equal_weight,0.02150800086412242,-0.06428394732873488,0.025684995417016496,-0.03999939301358646,
2025-04-23,us_quality_tech_finance,us,equal_weight,0.022162731775848266,-0.04331441064931285,0.015376528663946976,-0.025123842089112447,
2025-04-24,us_quality_tech_finance,us,equal_weight,0.024107981082215065,-0.019970394618541,0.020830662317220833,-0.004603542327748067,
2025-04-25,us_quality_tech_finance,us,equal_weight,0.00402599225729781,-0.016016849885231776,0.00719917469412921,0.002588347434526961,
2025-04-28,us_quality_tech_finance,us,equal_weight,0.0010114744827203288,-0.015021072520663314,0.00038134148818529286,0.0029707488751078426,
2025-04-29,us_quality_tech_finance,us,equal_weight,-0.002920048837198978,-0.017893063874295012,0.006279582464638656,0.00928880301155166,
2025-04-30,us_quality_tech_finance,us,equal_weight,0.0042687237037673945,-0.013691759993367913,0.0003967340036316154,0.009689301639649983,
2025-05-01,us_quality_tech_finance,us,equal_weight,0.017002243206792403,0.003221063123365786,0.007061921549296358,0.016844884621999068,
2025-05-02,us_quality_tech_finance,us,equal_weight,0.007393568359379642,0.010665934802611021,0.014735143881568482,0.03193917546515923,
2025-05-05,us_quality_tech_finance,us,equal_weight,-0.006402554071907073,0.004215762329568218,-0.0057507986563376245,0.02602173236170513,
2025-05-06,us_quality_tech_finance,us,equal_weight,-0.01012014014994117,-0.005895790460674233,-0.008393557909377652,0.01744580117148331,
2025-05-07,us_quality_tech_finance,us,equal_weight,0.0007471173356595852,-0.005152800456479589,0.004196729249441555,0.021724718172835722,
2025-05-08,us_quality_tech_finance,us,equal_weight,0.006749281239392487,0.0015844131833830932,0.006943627636358309,0.028843881970367358,
2025-05-09,us_quality_tech_finance,us,equal_weight,-0.0011519383443953741,0.0004313139697980084,-0.0012749277843107142,0.027533016126729315,
2025-05-12,us_quality_tech_finance,us,equal_weight,0.03388502978655162,0.03491184664595637,0.03251307324194498,0.06149030901228647,
2025-05-13,us_quality_tech_finance,us,equal_weight,-0.025389545059867045,0.008966667565483144,0.006582124635303903,0.06850021525536665,
2025-05-14,us_quality_tech_finance,us,equal_weight,0.0006760095048206402,0.009648969218022163,0.0012772436406420047,0.06986582228112193,
2025-05-15,us_quality_tech_finance,us,equal_weight,-0.02168990511307304,-0.012014433257208412,0.004872452698348495,0.07509141327793989,
2025-05-16,us_quality_tech_finance,us,equal_weight,0.009288336687969991,-0.002794940074896668,0.006314102279205575,0.08190112640941649,
2025-05-19,us_quality_tech_finance,us,equal_weight,0.01518905264342087,0.012467275953662815,0.0010932163119030398,0.08308452510619402,
2025-05-20,us_quality_tech_finance,us,equal_weight,0.0029289789085563986,0.015437118430353447,-0.003367792702729912,0.07944305624403514,
2025-05-21,us_quality_tech_finance,us,equal_weight,-0.02425554485401958,-0.008896555867501599,-0.016994383379737646,0.061253584310974496,
2025-05-22,us_quality_tech_finance,us,equal_weight,-0.003511974124943938,-0.012371180551122962,0.0003945692246958432,0.06167240493637283,
2025-05-23,us_quality_tech_finance,us,equal_weight,-0.010499452313593387,-0.022686494906977384,-0.006849289817504448,0.054425549182197885,
2025-05-27,us_quality_tech_finance,us,equal_weight,0.01867903046329963,-0.004259664274258834,0.020577598047172695,0.07634787515413488,
2025-05-28,us_quality_tech_finance,us,equal_weight,0.002677232165088528,-0.001590264512351891,-0.005802319856157399,0.07012064416995134,
2025-05-29,us_quality_tech_finance,us,equal_weight,0.002924497546444342,0.00133385601699465,0.003939612321384888,0.0743448199891863,
2025-05-30,us_quality_tech_finance,us,equal_weight,0.003924928301628848,0.005271742513653699,-0.0011190827579547142,0.07314321169999993,
2025-06-02,us_quality_tech_finance,us,equal_weight,0.009307241083346861,0.014671725071607744,0.005617304575650315,0.07918834676009712,
2025-06-03,us_quality_tech_finance,us,equal_weight,0.007326633139281139,0.022133152752520147,0.005686183851856203,0.0853422897550804,
2025-06-04,us_quality_tech_finance,us,equal_weight,0.0011078238942206103,0.023266123732503807,-0.00026837630786721444,0.08505104868143398,
2025-06-05,us_quality_tech_finance,us,equal_weight,-0.0061898423712495295,0.016951830124372513,-0.00484458823974022,0.07980713568731601,
2025-06-06,us_quality_tech_finance,us,equal_weight,0.0019363663561601163,0.018922929203142536,0.010216612089215106,0.09089565341525341,
2025-06-09,us_quality_tech_finance,us,equal_weight,-0.0028512026776855667,0.016021911079648232,0.0009008769765978307,0.09187885900042758,
2025-06-10,us_quality_tech_finance,us,equal_weight,0.0025034124637406097,0.0185686193959147,0.005653754979559288,0.09806955839490228,
2025-06-11,us_quality_tech_finance,us,equal_weight,0.0075747167561254014,0.026313282970994667,-0.002856194072335503,0.094937733310402,
2025-06-12,us_quality_tech_finance,us,equal_weight,0.010649222390177867,0.03730112350171266,0.003966452380753689,0.09928937627649725,
2025-06-13,us_quality_tech_finance,us,equal_weight,-0.015874391500743275,0.02096460854055482,-0.011243031070609706,0.0869992502593735,
2025-06-16,us_quality_tech_finance,us,equal_weight,0.00814119484472341,0.02931040663655171,0.009469323987070349,0.09734128710344891,
2025-06-17,us_quality_tech_finance,us,equal_weight,-0.005296567938696144,0.023873006628632565,-0.008581853082229212,0.08796435865703045,
2025-06-18,us_quality_tech_finance,us,equal_weight,0.0055707060946904455,0.029592618574135532,-0.0001506471008758913,0.08780047232535293,
2025-06-20,us_quality_tech_finance,us,equal_weight,6.759368847351212e-05,0.02966221488895937,-0.0023512979536507643,0.08524573395335788,
2025-06-23,us_quality_tech_finance,us,equal_weight,0.008550563069980305,0.03850415450831113,0.00982891348822994,0.09596511401790075,
2025-06-24,us_quality_tech_finance,us,equal_weight,0.013616173027680544,0.052741314620170954,0.01098663429244116,0.10807246968158979,
2025-06-25,us_quality_tech_finance,us,equal_weight,0.002411196587782211,0.05528274359694452,0.0005602076849731048,0.10869339430174563,
2025-06-26,us_quality_tech_finance,us,equal_weight,0.009337800161236571,0.06518291393976039,0.0077933328130199795,0.11736756736706067,
2025-06-27,us_quality_tech_finance,us,equal_weight,0.001968298710112998,0.06728157681546487,0.0049560303319852355,0.12291902014407974,
2025-06-30,us_quality_tech_finance,us,equal_weight,0.013026190002390085,0.08127513291114963,0.004769812405140535,0.12828792737744688,
2025-07-01,us_quality_tech_finance,us,equal_weight,0.001551647815036256,0.08295419342699772,-0.000323632079386807,0.12792283629014323,
2025-07-02,us_quality_tech_finance,us,equal_weight,-0.002771752082323188,0.07995666900265541,0.004523131373282762,0.13303613480044119,
2025-07-03,us_quality_tech_finance,us,equal_weight,0.01237373478650689,0.0934027841773375,0.007850489285618446,0.14196602899371702,
2025-07-07,us_quality_tech_finance,us,equal_weight,-0.010481764854412259,0.08200184864750182,-0.007480119682479856,0.1334558546649709,
2025-07-08,us_quality_tech_finance,us,equal_weight,-0.005915015884949979,0.07562068148281176,-0.0005477670990051176,0.13283515485459785,
2025-07-09,us_quality_tech_finance,us,equal_weight,0.005398605158528765,0.08144323553616828,0.005978718557821743,0.13962834446703698,
2025-07-10,us_quality_tech_finance,us,equal_weight,-0.00015192331421675533,0.08127895157528608,0.002816242249871216,0.1428423375271588,
2025-07-11,us_quality_tech_finance,us,equal_weight,0.0009265378274040491,0.08228126169331151,-0.0035214204347524193,0.1388249867081206,
2025-07-14,us_quality_tech_finance,us,equal_weight,-0.002702051750043859,0.07936082907300968,0.0019062988954211628,0.1409979980688829,
2025-07-15,us_quality_tech_finance,us,equal_weight,-0.002068277805831008,0.07713071806529781,-0.004282421636416066,0.1361222110941369,
2025-07-16,us_quality_tech_finance,us,equal_weight,0.0008539836433133154,0.0780509629613535,0.003337615079474222,0.13992048477981456,
2025-07-17,us_quality_tech_finance,us,equal_weight,0.0060238626757078036,0.08456459282894913,0.006101040721242929,0.14689644474568841,
2025-07-18,us_quality_tech_finance,us,equal_weight,-0.004583543422247192,0.07960481927547614,-0.0007326812474744512,0.14605644299217224,
2025-07-21,us_quality_tech_finance,us,equal_weight,0.004072411860083988,0.08401037928443311,0.0018943796948635745,0.14822956675782617,
2025-07-22,us_quality_tech_finance,us,equal_weight,-0.004453345662156897,0.07919363962801884,0.00014311092236799798,0.14839390270906927,
2025-07-23,us_quality_tech_finance,us,equal_weight,0.012367722646266016,0.09262368559787992,0.008471458892609137,0.15816379865586128,
