portfolio_name,market,strategy,decision_policy,policy_asof,policy_confidence,policy_max_weight,policy_min_weight,policy_turnover_penalty,policy_concentration_penalty,policy_risk_level,policy_regime,policy_anomaly_impact,oos_leakage_guard,row_count,cumulative_return,benchmark_cumulative_return,benchmark_excess_return,annualized_return,annualized_volatility,max_drawdown,expected_shortfall,sharpe,information_ratio,turnover,model_score,model_grade,model_score_risk_control,model_score_profitability,model_score_alpha,model_score_stability,model_score_win_rate
jp_defensive_domestic,jp,inverse_volatility,,,,,,,,,,,,407,0.0895950748914327,0.6874638801848292,-0.5978688052933965,0.05456475120357562,0.1422534459771663,-0.08950164179461331,-0.03273915050024274,0.38357419624361183,-1.2200505647375328,0.16536073220550151,53.8,C,91.9,51.5,5.6,95.3,46.4
jp_defensive_domestic,jp,mean_variance,,,,,,,,,,,,407,0.06469831951136396,0.6874638801848292,-0.6227655606734652,0.03957955058867113,0.16289598804946903,-0.15085815913280726,-0.03681556455314808,0.2429743731727231,-1.253632825371915,2.5634607271939576,49.6,C,83.4,47.3,4.9,89.8,45.0
jp_defensive_domestic,jp,raw_black_litterman,,,,,,,,,,,,407,0.06817499346827849,0.6874638801848292,-0.6192888867165507,0.041680093393957174,0.14502801658088987,-0.11705484017934585,-0.031642275854417846,0.28739339043990825,-1.2714965762581358,1.8796675735176536,51.9,C,88.8,48.6,4.6,94.5,46.9
jp_defensive_domestic,jp,smart_policy,raw,2024-09-06,0.95,0.421,0.028,0.028,0.024,Medium,Normal,force_oos_guard,True,407,0.0655026354184074,0.6874638801848292,-0.6219612447664218,0.04006573551866954,0.14510905788631004,-0.11742974821849822,-0.03158179985414496,0.2761077502829646,-1.279363883240468,2.0049325317241515,51.7,C,88.8,48.3,4.4,94.5,46.7
jp_defensive_domestic,jp,smart_policy_oos_guard,defensive_blend,2024-09-06,0.95,0.421,0.028,0.028,0.024,Medium,Normal,force_oos_guard,True,407,0.07031747101739683,0.6874638801848292,-0.6171464091674324,0.04297324255263746,0.14423466820256514,-0.10918047222094542,-0.031910342918949626,0.2979397608644632,-1.2691344296737075,0.3879592819239149,52.2,C,89.7,48.9,4.6,94.8,46.4
jp_index_style_blend,jp,equal_weight,,,,,,,,,,,,403,-0.011236184551846051,0.7010108268605424,-0.7122470114123884,-0.007040967413804555,0.4349096053803166,-0.4332359383795603,-0.13768513602247984,-0.016189496223352945,-0.9188797462887147,0.0,33.3,D,34.0,39.7,11.6,31.2,47.1
jp_index_style_blend,jp,inverse_volatility,,,,,,,,,,,,403,-0.31762524649814794,0.7010108268605424,-1.0186360733586903,-0.21256835819111086,0.7173073430296225,-0.6152915848483894,-0.21396144691717667,-0.2963420913737007,-0.8599348756919467,1.1492908838524059,25.0,D,10.8,34.1,12.8,8.6,48.9
jp_index_style_blend,jp,mean_variance,,,,,,,,,,,,403,-0.10534077734657943,0.7010108268605424,-0.8063516042071218,-0.06723759719727829,0.5087763245709921,-0.4906361172647465,-0.15809529119601984,-0.13215551500745254,-0.8980311393180535,0.5772707938041364,30.7,D,27.3,37.4,12.0,25.3,47.4
jp_index_style_blend,jp,raw_black_litterman,,,,,,,,,,,,403,-0.07152211927339358,0.7010108268605424,-0.772532946133936,-0.045343289201443926,0.47727606757152125,-0.46668262764500257,-0.1495008956412473,-0.09500432198949321,-0.9140098094804465,0.32168951618004354,31.8,D,30.1,38.1,11.7,27.8,48.4
jp_index_style_blend,jp,smart_policy,raw,2024-09-11,0.95,0.3862,0.0328,0.0325,0.0284,High,Normal,tighten_constraints,True,403,-0.07153870573242893,0.7010108268605424,-0.7725495325929713,-0.04535395335270309,0.4772889763488572,-0.46669249559639725,-0.1495044465206893,-0.09502409567396598,-0.9140069996156448,0.32176253836221586,31.8,D,30.1,38.1,11.7,27.8,48.4
jp_index_style_blend,jp,smart_policy_oos_guard,balanced_blend,2024-09-11,0.95,0.3862,0.0328,0.0325,0.0284,High,Normal,tighten_constraints,True,403,-0.014307660353932383,0.7010108268605424,-0.7153184872144748,-0.00897086556263782,0.4402801794501616,-0.438025934139028,-0.13894831331234148,-0.020375356378388353,-0.9143169170578661,0.04906134111630986,33.2,D,33.5,39.6,11.7,30.8,47.4
tw_semiconductor_platform_core,tw,equal_weight,,,,,,,,,,,,405,0.9725836985409677,0.9521858976077915,0.020397800933176224,0.5260810760521921,0.25380537987397667,-0.2653945154787742,-0.0591757383481359,2.072773541338682,0.05509575619925881,0.0,68.7,B,60.8,100.0,42.2,56.2,48.1
tw_semiconductor_platform_core,tw,inverse_volatility,,,,,,,,,,,,405,0.9037957858683794,0.9521858976077915,-0.0483901117394121,0.49274629693156236,0.24645749847277681,-0.2725374439109003,-0.05980715566958944,1.999315500583116,-0.14146908168739727,0.32933618636449646,66.5,B,59.4,100.0,34.3,58.2,46.2
tw_semiconductor_platform_core,tw,mean_variance,,,,,,,,,,,,405,0.7355291634778349,0.9521858976077915,-0.21665673412995656,0.4092234414655853,0.2861057964065006,-0.3254047129530791,-0.06682807027853507,1.4303220927553615,-0.5811083542155436,3.6967156989682617,54.9,C,51.8,82.9,18.4,47.2,45.9
tw_semiconductor_platform_core,tw,raw_black_litterman,,,,,,,,,,,,405,0.944289225632805,0.9521858976077915,-0.007896671974986447,0.5124235456952355,0.2717354371384252,-0.30120517431476057,-0.05991305703991671,1.8857442779323663,-0.022498097970865133,1.9006231119181844,65.1,B,54.3,96.6,39.1,51.2,49.1
tw_semiconductor_platform_core,tw,smart_policy,raw,2024-09-05,0.95,0.3919,0.0318,0.0317,0.0287,Medium,Crisis,none,True,405,0.945819811614244,0.9521858976077915,-0.006366085993547488,0.5131642608826514,0.27170991895423435,-0.30139236627849036,-0.05991247851019259,1.8886475063469679,-0.01815301178100208,1.8536996986062348,65.2,B,54.3,96.7,39.3,51.2,49.1
tw_semiconductor_platform_core,tw,smart_policy_oos_guard,defensive_blend,2024-09-05,0.95,0.3919,0.0318,0.0317,0.0287,Medium,Crisis,none,True,405,0.991563759180786,0.9521858976077915,0.0393778615729945,0.5352011575051181,0.26397456341318226,-0.2842751715379334,-0.058856463290486424,2.0274724601680747,0.11738953921174503,0.17783999999999983,68.3,B,57.4,100.0,44.7,53.4,48.9
tw_electronics_supply_chain,tw,equal_weight,,,,,,,,,,,,405,1.100282286173369,0.9521858976077915,0.1480963885655775,0.5868224191919544,0.2922427504679686,-0.3205793898236011,-0.07268249943711344,2.00799649692687,0.33719611436230673,0.0,68.5,B,51.1,100.0,53.5,45.5,51.4
tw_electronics_supply_chain,tw,inverse_volatility,,,,,,,,,,,,405,1.0907834970254076,0.9521858976077915,0.13859759941761607,0.5823531548435781,0.294759636082026,-0.327538265567828,-0.07385337872043335,1.9756882678519805,0.31133834498558377,0.16233284089223493,67.7,B,50.5,99.3,52.5,44.8,50.6
tw_electronics_supply_chain,tw,mean_variance,,,,,,,,,,,,405,1.3423307033578507,0.9521858976077915,0.39014480575005916,0.6982566794831007,0.3198874708321367,-0.2817964478203688,-0.07491722098347002,2.1828197199055537,0.6204906681555895,3.439207829506268,71.3,B,55.3,100.0,64.8,39.4,50.6
tw_electronics_supply_chain,tw,raw_black_litterman,,,,,,,,,,,,405,1.2268946422649036,0.9521858976077915,0.27470874465711215,0.6456840560990744,0.3010325101890888,-0.30916598498819853,-0.07404791880276049,2.1448980898890233,0.5571437250060983,1.848801815760628,70.5,B,51.6,100.0,62.3,43.1,53.1
tw_electronics_supply_chain,tw,smart_policy,raw,2024-09-05,0.95,0.4069,0.0299,0.0301,0.0265,High,High Volatility,none,True,405,1.2294445236736777,0.9521858976077915,0.27725862606588625,0.6468563011260942,0.3012198662854669,-0.30899201814368193,-0.07406558428941974,2.1474556412991257,0.5608252395170846,1.874197872333353,70.5,B,51.6,100.0,62.4,43.0,53.1
tw_electronics_supply_chain,tw,smart_policy_oos_guard,raw,2024-09-05,0.95,0.4069,0.0299,0.0301,0.0265,High,High Volatility,none,True,405,1.2294445236736777,0.9521858976077915,0.27725862606588625,0.6468563011260942,0.3012198662854669,-0.30899201814368193,-0.07406558428941974,2.1474556412991257,0.5608252395170846,0.42920107141668584,70.5,B,51.6,100.0,62.4,43.0,53.1
tw_defensive_income_financials,tw,equal_weight,,,,,,,,,,,,405,0.39164627672596186,0.9521858976077915,-0.5605396208818296,0.22830677547740863,0.18146715610319797,-0.17770138953077247,-0.048163584123476835,1.2581162364586438,-1.142087479359605,0.0,59.3,C,77.2,77.7,7.2,82.9,47.9
tw_defensive_income_financials,tw,inverse_volatility,,,,,,,,,,,,405,0.30432895306907715,0.9521858976077915,-0.6478569445387143,0.17976753052609085,0.15143215236838403,-0.14815712022051458,-0.04147027492144141,1.1871159969302705,-1.3585587876710765,0.3320244575686813,59.3,C,82.5,75.6,2.8,91.3,46.9
tw_defensive_income_financials,tw,mean_variance,,,,,,,,,,,,405,0.39021674069416035,0.9521858976077915,-0.5619691569136311,0.22752153458518443,0.18120573665817966,-0.16945862162781858,-0.05017229136627262,1.2555978567851487,-1.1297014693308014,1.0700125045292377,59.2,C,77.6,77.7,7.4,83.0,46.4
tw_defensive_income_financials,tw,raw_black_litterman,,,,,,,,,,,,405,0.27707571518006446,0.9521858976077915,-0.675110182427727,0.16436825859733117,0.15612766140264475,-0.1446205459241801,-0.043932616774381705,1.0527811479442735,-1.4305771258177502,1.7806774437173765,57.4,C,82.3,71.6,1.4,90.0,46.9
tw_defensive_income_financials,tw,smart_policy,raw,2024-09-05,0.95,0.409,0.0297,0.0277,0.0272,High,Crisis,none,True,405,0.28507681938416307,0.9521858976077915,-0.6671090782236284,0.168901996110975,0.15688075243995375,-0.14523083609407017,-0.044083426996814626,1.076626631910262,-1.419496377104341,1.7849180919109195,57.5,C,82.2,72.3,1.6,89.8,45.9
tw_defensive_income_financials,tw,smart_policy_oos_guard,defensive_blend,2024-09-05,0.95,0.409,0.0297,0.0277,0.0272,High,Crisis,none,True,405,0.31986584264823525,0.9521858976077915,-0.6323200549595562,0.18849213918944074,0.15872251182219807,-0.14958975462899898,-0.044451816029744386,1.1875576881028118,-1.3652534904677187,0.38472000000000006,58.8,C,81.5,75.6,2.7,89.3,46.2
tw_index_factor_mix,tw,equal_weight,,,,,,,,,,,,173,0.5488126932041555,0.7325174159921817,-0.1837047227880262,0.891304266765329,0.17151262679173723,-0.08985679289612247,-0.0366588404583847,5.196726815032772,-1.8978906195142486,0.0,68.8,B,90.8,100.0,0.0,83.7,46.2
tw_index_factor_mix,tw,inverse_volatility,,,,,,,,,,,,173,0.5182149929611972,0.7325174159921817,-0.21430242303098446,0.8371247357588862,0.16572983269980837,-0.0879911412637152,-0.0360462287704857,5.051140896734002,-2.0253942134229126,0.28558279927097807,68.9,B,91.2,100.0,0.0,85.4,45.7
tw_index_factor_mix,tw,mean_variance,,,,,,,,,,,,173,0.7526132572068007,0.7325174159921817,0.020095841214619048,1.2644603084173967,0.21817687404885117,-0.10145961354066815,-0.04035591378387847,5.7955744114945755,0.3204739914525223,0.8602352288881425,77.8,A,88.4,100.0,52.8,65.3,45.7
tw_index_factor_mix,tw,raw_black_litterman,,,,,,,,,,,,173,0.7060104617098415,0.7325174159921817,-0.026506954282340178,1.1772862272629978,0.21308948463333025,-0.10141486762586926,-0.04038456454138196,5.524844312654804,-0.4208592341511997,1.1667829692581164,71.9,B,88.4,100.0,23.2,67.5,45.1
tw_index_factor_mix,tw,smart_policy,raw,2025-08-22,0.95,0.41,0.0294,0.028,0.0334,Medium,Normal,none,True,173,0.6874991196841462,0.7325174159921817,-0.045018296308035444,1.1429583644552443,0.21027440681038098,-0.10124816699018069,-0.040463040306136025,5.435556241925006,-0.7003583552965269,1.055480664359702,70.8,B,88.4,100.0,16.0,68.8,46.8
tw_index_factor_mix,tw,smart_policy_oos_guard,raw,2025-08-22,0.95,0.41,0.0294,0.028,0.0334,Medium,Normal,none,True,173,0.6874991196841462,0.7325174159921817,-0.045018296308035444,1.1429583644552443,0.21027440681038098,-0.10124816699018069,-0.040463040306136025,5.435556241925006,-0.7003583552965269,0.7199999999999999,70.8,B,88.4,100.0,16.0,68.8,46.8
