scope,horizon,market,row_count,positive_count,positive_rate,threshold,flag_count,flag_rate,true_positive_count,precision,recall,f1,top_1_count,top_1_positive_count,top_1_precision,top_1_recall,top_1_lift,top_5_count,top_5_positive_count,top_5_precision,top_5_recall,top_5_lift,top_10_count,top_10_positive_count,top_10_precision,top_10_recall,top_10_lift
global,,,68324.0,3770.0,0.055178268251273345,0.05,42277.0,0.6187723201217727,2882.0,0.0681694538401495,0.7644562334217506,0.12517645014876105,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.075,6864.0,0.10046250219542181,827.0,0.12048368298368298,0.2193633952254642,0.15553883769042692,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.1,2891.0,0.04231309642292606,486.0,0.16810792113455553,0.12891246684350133,0.14592403543011562,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.15,1038.0,0.015192318950881096,245.0,0.23603082851637766,0.0649867374005305,0.10191347753743761,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.2,542.0,0.00793279082020959,150.0,0.2767527675276753,0.03978779840848806,0.06957328385899815,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.3,11.0,0.00016099759967215033,6.0,0.5454545454545454,0.0015915119363395225,0.003173763554615181,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.4,11.0,0.00016099759967215033,6.0,0.5454545454545454,0.0015915119363395225,0.003173763554615181,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.5,11.0,0.00016099759967215033,6.0,0.5454545454545454,0.0015915119363395225,0.003173763554615181,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
global,,,68324.0,3770.0,0.055178268251273345,0.6,11.0,0.00016099759967215033,6.0,0.5454545454545454,0.0015915119363395225,0.003173763554615181,684.0,178.0,0.260233918128655,0.047214854111405836,4.716239316239316,3417.0,531.0,0.15539947322212466,0.14084880636604774,2.8163166070101977,6833.0,826.0,0.12088394555831992,0.21909814323607427,2.1907890441184747
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.05,16332.0,0.47701384426660437,1174.0,0.0718834190546167,0.6380434782608696,0.12920977327756988,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.075,5468.0,0.15970559027980608,600.0,0.1097293343087052,0.32608695652173914,0.16420361247947454,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.1,1500.0,0.043810970266954845,260.0,0.17333333333333334,0.14130434782608695,0.15568862275449102,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.15,761.0,0.022226765582101758,178.0,0.23390275952693823,0.0967391304347826,0.1368704344482891,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.2,274.0,0.008002803902097086,84.0,0.30656934306569344,0.04565217391304348,0.07947019867549668,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.3,11.0,0.00032128044862433556,6.0,0.5454545454545454,0.003260869565217391,0.006482982171799026,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.4,11.0,0.00032128044862433556,6.0,0.5454545454545454,0.003260869565217391,0.006482982171799026,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.5,11.0,0.00032128044862433556,6.0,0.5454545454545454,0.003260869565217391,0.006482982171799026,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,1.0,,34238.0,1840.0,0.05374145686079795,0.6,11.0,0.00032128044862433556,6.0,0.5454545454545454,0.003260869565217391,0.006482982171799026,343.0,99.0,0.2886297376093295,0.05380434782608696,5.370709215363164,1712.0,277.0,0.16179906542056074,0.15054347826086956,3.010693696668021,3424.0,412.0,0.12032710280373832,0.22391304347826088,2.238999644453474
horizon,5.0,,34086.0,1930.0,0.056621486827436486,0.05,25945.0,0.761162940796808,1708.0,0.06583156677587204,0.8849740932642487,0.12254708520179373,341.0,76.0,0.22287390029325513,0.039378238341968914,3.936207132329479,1705.0,262.0,0.1536656891495601,0.13575129533678756,2.7139112333429565,3409.0,404.0,0.1185098269287181,0.20932642487046632,2.0930186324830493
