date,horizon,portfolio_name,market,feature,feature_value,shap_value
2025-06-13,1,us_midcap_sector_zero_overlap,us,portfolio_return_1d,-0.015157230429827235,0.11451336741447449
2025-06-13,1,us_midcap_sector_zero_overlap,us,portfolio_return_5d,-0.004874017451810068,-0.05373658239841461
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_volatility_5d,0.00857092808069087,-0.09359270334243774
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_volatility_20d,0.009519782773966966,-0.09380069375038147
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_volatility_60d,0.02045827951747314,-0.2563525438308716
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_5d,-0.0009748034903620136,-0.010216007940471172
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_20d,0.00014765910687955468,-0.06194782257080078
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_20d,-0.03081624103579783,-0.02931857667863369
2025-06-13,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_60d,-0.21400301859518134,-0.1309124380350113
2025-06-13,1,us_midcap_sector_zero_overlap,us,downside_volatility_20d,0.00696669317298783,-0.02871234342455864
2025-06-13,1,us_midcap_sector_zero_overlap,us,skewness_20d,-0.23968338045525445,0.026030153036117554
2025-06-13,1,us_midcap_sector_zero_overlap,us,kurtosis_20d,1.2496815457940842,-0.04095015302300453
2025-06-13,1,us_midcap_sector_zero_overlap,us,correlation_mean_20d,0.6593993615833733,0.012026132084429264
2025-06-13,1,us_midcap_sector_zero_overlap,us,correlation_max_20d,0.9703023151148286,-0.017613284289836884
2025-06-16,1,us_midcap_sector_zero_overlap,us,portfolio_return_1d,0.010041877312168152,-0.045119404792785645
2025-06-16,1,us_midcap_sector_zero_overlap,us,portfolio_return_5d,0.00017134714329447055,-0.08747867494821548
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_volatility_5d,0.00967551976037679,-0.057849686592817307
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_volatility_20d,0.009612259659711273,-0.11926687508821487
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_volatility_60d,0.020486662131826143,-0.2087007761001587
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_5d,3.426942865889411e-05,-0.022233424708247185
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_20d,0.00024205394248424722,-0.12979847192764282
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_20d,-0.03081624103579783,-0.03028477542102337
2025-06-16,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_60d,-0.21400301859518134,-0.13380572199821472
2025-06-16,1,us_midcap_sector_zero_overlap,us,downside_volatility_20d,0.00696669317298783,-0.019527975469827652
2025-06-16,1,us_midcap_sector_zero_overlap,us,skewness_20d,-0.23558206600855805,0.02139470726251602
2025-06-16,1,us_midcap_sector_zero_overlap,us,kurtosis_20d,1.124996317973215,-0.043092675507068634
2025-06-16,1,us_midcap_sector_zero_overlap,us,correlation_mean_20d,0.6548982403312595,0.0008084607543423772
2025-06-16,1,us_midcap_sector_zero_overlap,us,correlation_max_20d,0.9733155491802765,-0.016897328197956085
2025-06-17,1,us_midcap_sector_zero_overlap,us,portfolio_return_1d,-0.00848888201643582,0.10009033232927322
2025-06-17,1,us_midcap_sector_zero_overlap,us,portfolio_return_5d,-0.014073693781090026,0.05227236449718475
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_volatility_5d,0.009666728811871965,-0.0587380975484848
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_volatility_20d,0.00980496139133552,-0.11457602679729462
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_volatility_60d,0.020498960960784754,-0.27601462602615356
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_5d,-0.002814738756218005,0.0021316837519407272
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_20d,-0.00011381675300349845,-0.05277000740170479
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_20d,-0.03081624103579783,-0.029183154925704002
2025-06-17,1,us_midcap_sector_zero_overlap,us,rolling_max_drawdown_60d,-0.21400301859518134,-0.13804671168327332
2025-06-17,1,us_midcap_sector_zero_overlap,us,downside_volatility_20d,0.006814110284893652,-0.009717646986246109
2025-06-17,1,us_midcap_sector_zero_overlap,us,skewness_20d,-0.14195385560989005,0.014606395736336708
2025-06-17,1,us_midcap_sector_zero_overlap,us,kurtosis_20d,0.7780493558675665,-0.042398855090141296
2025-06-17,1,us_midcap_sector_zero_overlap,us,correlation_mean_20d,0.6742558079399225,0.008537058718502522
2025-06-17,1,us_midcap_sector_zero_overlap,us,correlation_max_20d,0.9747974673530354,-0.016809381544589996
2025-06-18,1,us_midcap_sector_zero_overlap,us,portfolio_return_1d,0.0026790040636086644,-0.059584520757198334
2025-06-18,1,us_midcap_sector_zero_overlap,us,portfolio_return_5d,-0.008853002747778829,0.013171202503144741
2025-06-18,1,us_midcap_sector_zero_overlap,us,rolling_volatility_5d,0.009980457324295325,-0.05354789271950722
2025-06-18,1,us_midcap_sector_zero_overlap,us,rolling_volatility_20d,0.009818663331297781,-0.13089971244335175
2025-06-18,1,us_midcap_sector_zero_overlap,us,rolling_volatility_60d,0.020358570352713944,-0.274442195892334
2025-06-18,1,us_midcap_sector_zero_overlap,us,rolling_mean_return_5d,-0.0017706005495557657,-0.00021705083781853318
